"year","Measures","Contra.Costa.County..California","Marin.County..California","San.Mateo.County..California","Ventura.County..California","Santa.Clara.County..California","Douglas.County..Colorado","District.of.Columbia","DuPage.County..Illinois","Lake.County..Illinois","Hamilton.County..Indiana","Johnson.County..Kansas","Oakland.County..Michigan","Dakota.County..Minnesota","Washington.County..Minnesota","Bergen.County..New.Jersey","Middlesex.County..New.Jersey","Monmouth.County..New.Jersey","Morris.County..New.Jersey","Somerset.County..New.Jersey","Nassau.County..New.York","Rockland.County..New.York","Suffolk.County..New.York","Westchester.County..New.York","Bucks.County..Pennsylvania","Chester.County..Pennsylvania","Montgomery.County..Pennsylvania","Collin.County..Texas","Fort.Bend.County..Texas","Arlington.County..Virginia","Fairfax.County..Virginia","Loudoun.County..Virginia","Prince.William.County..Virginia","Waukesha.County..Wisconsin","Anne.Arundel.County..Maryland","Baltimore.County..Maryland","Frederick.County..Maryland","Howard.County..Maryland","Montgomery.County..Maryland","Prince.George.s.County..Maryland"
"2014","Poverty.Status.in.the.past.12.Months.by.Sex.by.Age...Income.in.the.past.12.months.below.poverty.level..Male..",51361,10290,25229,42274,84571,5683,47341,29074,29728,5814,15621,56364,14105,5904,29325,30510,19289,10017,7304,35363,21047,43167,39655,15078,16112,21966,30855,24337,8469,28828,5431,12166,9621,13965,29855,6462,6648,29191,36406
"2014","Poverty.Status.in.the.past.12.Months.by.Sex.by.Age...Income.in.the.past.12.months.below.poverty.level..Male..Under.5.years.",4502,884,1787,5297,7430,325,4835,2787,3738,597,1686,5369,1678,896,2394,3285,2154,659,566,3368,3820,4077,4288,1746,1629,1886,3180,2937,898,3042,555,1445,931,1467,3006,690,447,3133,3834
"2014","Poverty.Status.in.the.past.12.Months.by.Sex.by.Age...Income.in.the.past.12.months.below.poverty.level..Male..5.years.",1149,225,618,985,1394,155,819,644,803,135,339,1025,499,61,677,538,349,278,167,621,761,812,854,245,346,273,839,538,86,595,192,285,253,248,715,302,212,622,780
"2014","Poverty.Status.in.the.past.12.Months.by.Sex.by.Age...Income.in.the.past.12.months.below.poverty.level..Male..6.to.11.years.",6426,824,2456,5910,7793,823,4511,3842,4389,992,1913,6071,1798,635,3007,3252,2223,765,821,4812,3757,4399,5211,1555,1654,2169,3599,3933,473,3693,585,1913,966,1314,3068,727,833,3460,4126
"2014","Poverty.Status.in.the.past.12.Months.by.Sex.by.Age...Income.in.the.past.12.months.below.poverty.level..Male..12.to.14.years.",2956,502,1082,2410,4426,418,2373,2036,1942,588,837,3325,767,137,1516,1572,1332,475,223,1758,1341,2131,1805,655,696,1083,2056,1917,504,1645,313,764,680,653,1463,338,519,1460,1669
"2014","Poverty.Status.in.the.past.12.Months.by.Sex.by.Age...Income.in.the.past.12.months.below.poverty.level..Male..15.years.",1260,214,488,862,1547,183,737,469,539,116,363,984,359,113,426,435,363,87,102,719,432,792,810,175,277,470,524,720,101,582,179,345,280,200,367,302,101,727,445
"2014","Poverty.Status.in.the.past.12.Months.by.Sex.by.Age...Income.in.the.past.12.months.below.poverty.level..Male..16.and.17.years.",1884,186,833,1916,3059,366,1571,1138,1437,106,577,2167,570,179,1340,1423,740,388,188,1348,756,1349,1214,768,494,801,1566,1115,176,1143,198,758,492,608,940,294,416,997,1292
"2014","Poverty.Status.in.the.past.12.Months.by.Sex.by.Age...Income.in.the.past.12.months.below.poverty.level..Male..18.to.24.years.",7125,1210,3002,5412,14401,848,9147,4028,3232,537,2072,7902,1885,851,3348,5504,2296,1373,967,4146,2083,5279,4776,1304,3167,3205,4845,2511,1060,3943,560,1207,1161,1350,4736,735,1012,3788,7452
"2014","Poverty.Status.in.the.past.12.Months.by.Sex.by.Age...Income.in.the.past.12.months.below.poverty.level..Male..25.to.34.years.",6612,1666,3517,4877,12203,656,6300,3175,3410,769,2672,7547,1783,780,3212,3507,2229,1134,891,4465,2734,5165,5072,1358,1740,2309,3467,2939,2225,3341,791,1831,1068,1737,3560,579,781,3735,4777
"2014","Poverty.Status.in.the.past.12.Months.by.Sex.by.Age...Income.in.the.past.12.months.below.poverty.level..Male..35.to.44.years.",5733,1530,3226,5013,8901,500,3355,3416,3551,706,1642,5999,1768,586,3485,3215,1922,1132,987,4163,1882,4786,4255,1784,1611,2034,3740,2622,1206,3153,655,1419,1051,1538,3021,558,606,3337,3922
"2014","Poverty.Status.in.the.past.12.Months.by.Sex.by.Age...Income.in.the.past.12.months.below.poverty.level..Male..45.to.54.years.",6105,1167,3195,3989,9416,489,5587,2927,2881,774,1351,6821,1286,635,3812,3314,2148,1772,974,3916,1396,5868,4826,1960,2021,2926,2820,2320,757,3543,621,1225,1133,1954,3600,774,788,2981,3519
"2014","Poverty.Status.in.the.past.12.Months.by.Sex.by.Age...Income.in.the.past.12.months.below.poverty.level..Male..55.to.64.years.",4596,1139,2810,2984,7810,489,5033,2519,2399,369,1162,5505,943,638,2785,2341,1905,910,779,3043,1182,4895,3538,1902,1520,2532,2310,1425,500,2106,453,644,773,1597,2935,559,505,2490,2702
"2014","Poverty.Status.in.the.past.12.Months.by.Sex.by.Age...Income.in.the.past.12.months.below.poverty.level..Male..65.to.74.years.",1603,454,1163,1352,3295,287,1926,1195,819,64,524,2283,559,145,1468,1171,802,436,299,1344,404,2245,1632,859,502,1111,1236,869,300,1128,144,159,438,750,1277,337,185,978,1205
"2014","Poverty.Status.in.the.past.12.Months.by.Sex.by.Age...Income.in.the.past.12.months.below.poverty.level..Male..75.years.and.over.",1410,289,1052,1267,2896,144,1147,898,588,61,483,1366,210,248,1855,953,826,608,340,1660,499,1369,1374,767,455,1167,673,491,183,914,185,171,395,549,1167,267,243,1483,683
"2014","Poverty.Status.in.the.past.12.Months.by.Sex.by.Age...Income.in.the.past.12.months.below.poverty.level..Female..",62810,11627,30443,49638,95582,6557,62037,36243,34704,8087,20374,69718,17179,7830,38779,37671,26521,12771,9393,48252,23143,57265,50158,21198,18824,28722,34578,30064,10646,37423,7511,15427,12069,17608,42320,8078,8511,39367,47685
"2014","Poverty.Status.in.the.past.12.Months.by.Sex.by.Age...Income.in.the.past.12.months.below.poverty.level..Female..Under.5.years.",4873,637,2427,4585,6859,446,4580,2951,3562,540,1879,5388,1669,550,2069,2445,2055,480,851,3439,3728,4014,3576,1168,1308,1706,3040,3364,534,3161,598,1815,944,1236,2971,702,618,2749,4368
"2014","Poverty.Status.in.the.past.12.Months.by.Sex.by.Age...Income.in.the.past.12.months.below.poverty.level..Female..5.years.",971,148,480,893,1471,205,828,581,757,205,265,830,351,118,468,648,528,154,233,790,554,706,805,221,395,249,873,720,83,995,158,356,191,307,394,106,85,380,1178
"2014","Poverty.Status.in.the.past.12.Months.by.Sex.by.Age...Income.in.the.past.12.months.below.poverty.level..Female..6.to.11.years.",5763,1122,2503,5783,8446,354,4227,3667,3705,955,1537,6364,1764,854,2903,3593,2016,949,835,4212,3072,5174,4831,1798,1754,2020,3481,3460,887,3514,639,2008,981,1553,3540,722,632,3647,4027
"2014","Poverty.Status.in.the.past.12.Months.by.Sex.by.Age...Income.in.the.past.12.months.below.poverty.level..Female..12.to.14.years.",2524,549,1204,1933,3501,321,2301,1616,1910,260,1044,2779,915,422,1469,1540,954,557,305,2007,1439,2452,1768,785,769,1359,1616,1238,262,1066,214,727,562,386,2004,454,396,1317,2015
"2014","Poverty.Status.in.the.past.12.Months.by.Sex.by.Age...Income.in.the.past.12.months.below.poverty.level..Female..15.years.",1045,197,452,961,1531,136,809,621,507,68,308,1176,220,112,684,607,480,192,214,844,427,1109,750,257,355,346,542,597,88,445,82,389,145,273,678,58,164,364,864
"2014","Poverty.Status.in.the.past.12.Months.by.Sex.by.Age...Income.in.the.past.12.months.below.poverty.level..Female..16.and.17.years.",2282,163,808,1617,2849,202,1741,1204,1190,221,443,2374,505,300,900,999,748,314,270,1541,888,1586,1413,710,598,757,1193,1114,205,1067,328,710,329,601,1191,95,173,1009,1315
"2014","Poverty.Status.in.the.past.12.Months.by.Sex.by.Age...Income.in.the.past.12.months.below.poverty.level..Female..18.to.24.years.",9178,1075,3636,6023,13600,858,11578,4180,3914,1097,2975,9113,2621,836,2801,5818,3334,1241,1049,5373,2138,5820,5452,1971,3858,4021,4503,2679,2252,5076,1119,1710,1520,2351,6648,963,1511,4745,7125
"2014","Poverty.Status.in.the.past.12.Months.by.Sex.by.Age...Income.in.the.past.12.months.below.poverty.level..Female..25.to.34.years.",8961,1696,4541,7663,14426,955,10863,5528,5475,1487,3609,10170,2660,1508,5257,5737,3621,1657,1115,6744,3337,7443,8032,2842,2171,4032,5707,4694,2572,6036,1201,2719,1415,2353,5851,1276,1065,7480,8695
"2014","Poverty.Status.in.the.past.12.Months.by.Sex.by.Age...Income.in.the.past.12.months.below.poverty.level..Female..35.to.44.years.",8768,1531,3802,6435,12172,885,6262,4878,4504,1011,2427,8566,2152,737,5071,5016,2958,1838,909,5349,2431,6997,6200,2538,1729,2540,4935,4744,1346,5351,1085,2151,1444,2231,4587,976,1214,4622,6074
"2014","Poverty.Status.in.the.past.12.Months.by.Sex.by.Age...Income.in.the.past.12.months.below.poverty.level..Female..45.to.54.years.",6816,1412,3217,5104,10210,960,6590,3733,3268,1007,2089,8720,1548,670,4903,3541,3859,1622,943,5813,1886,7797,5473,3116,2093,3457,3463,2881,867,3978,717,1265,1285,2071,4813,883,879,3711,4555
"2014","Poverty.Status.in.the.past.12.Months.by.Sex.by.Age...Income.in.the.past.12.months.below.poverty.level..Female..55.to.64.years.",5487,1428,3023,3556,8650,687,5779,3406,2722,705,1638,6430,1333,706,4599,3561,2303,1413,911,4844,1035,5731,4474,2358,1526,3079,2545,2094,721,3019,577,869,1145,1982,3782,805,606,3344,3430
"2014","Poverty.Status.in.the.past.12.Months.by.Sex.by.Age...Income.in.the.past.12.months.below.poverty.level..Female..65.to.74.years.",2715,720,1983,2268,5124,255,3027,1519,1524,365,879,3671,619,418,2976,1687,1386,919,645,2954,905,3503,3097,1261,1175,1969,1287,1334,394,1785,437,440,773,1209,2264,469,432,2364,2109
"2014","Poverty.Status.in.the.past.12.Months.by.Sex.by.Age...Income.in.the.past.12.months.below.poverty.level..Female..75.years.and.over.",3427,949,2367,2817,6743,293,3452,2359,1666,166,1281,4137,822,599,4679,2479,2279,1435,1113,4342,1303,4933,4287,2173,1093,3187,1393,1145,435,1930,356,268,1335,1055,3597,569,736,3635,1930
"2014","Poverty.Status.in.the.past.12.Months.by.Sex.by.Age...Income.in.the.past.12.months.at.or.above.poverty.level..",957624,227695,677944,732417,1634186,286493,490242,848258,621119,273946,518034,1084402,371646,227134,841904,730161,577153,466462,308574,1246680,269082,1371221,848541,581394,458599,738828,767181,572371,198267,1041443,324247,395982,365499,503167,724738,220244,282344,928091,778790
"2014","Poverty.Status.in.the.past.12.Months.by.Sex.by.Age...Income.in.the.past.12.months.at.or.above.poverty.level..Male..",471023,110027,335154,365839,825880,142331,235852,419720,308831,134870,255341,531175,183739,112472,410957,359904,284348,229378,151265,609352,132728,680429,412768,287438,227025,361247,378102,281875,99973,519174,161551,197381,180578,247017,347569,109429,139178,450756,377759
"2014","Poverty.Status.in.the.past.12.Months.by.Sex.by.Age...Income.in.the.past.12.months.at.or.above.poverty.level..Male..Under.5.years.",28293,5838,21540,21961,55067,10316,14519,25565,18548,10082,17915,29145,12059,6811,22792,21943,14732,12748,8836,33582,8310,37664,23693,14404,13626,21812,26154,19878,5811,35204,13657,15955,9451,16122,21484,6668,8645,30234,25871
"2014","Poverty.Status.in.the.past.12.Months.by.Sex.by.Age...Income.in.the.past.12.months.at.or.above.poverty.level..Male..5.years.",6217,1522,4219,4429,11962,2322,2389,5302,4298,2652,4026,6241,2519,1346,4684,4722,3572,3107,1844,7183,1948,8274,5563,3661,2852,4033,6278,4425,814,7671,2520,3946,2121,3785,4337,1350,1855,6035,5172
"2014","Poverty.Status.in.the.past.12.Months.by.Sex.by.Age...Income.in.the.past.12.months.at.or.above.poverty.level..Male..6.to.11.years.",37938,8380,25190,28207,65446,15485,11558,34597,28063,13971,23273,40881,15576,10888,32922,26913,21861,18674,13011,47745,11343,54444,33669,21346,19594,28967,38070,29447,5351,41576,18301,19052,14493,19442,25688,8932,12911,35807,27974
"2014","Poverty.Status.in.the.past.12.Months.by.Sex.by.Age...Income.in.the.past.12.months.at.or.above.poverty.level..Male..12.to.14.years.",20008,4171,11687,15901,31585,7603,4934,17393,14679,6809,11045,22114,8089,5020,15930,14981,12866,10126,7008,25891,6012,29205,17350,12589,10063,14920,18259,13260,2003,20368,7648,8607,8067,9591,13578,5363,5805,18944,15285
"2014","Poverty.Status.in.the.past.12.Months.by.Sex.by.Age...Income.in.the.past.12.months.at.or.above.poverty.level..Male..15.years.",7113,1264,4077,5265,10008,2689,1625,6215,5220,2338,3823,7959,2589,1797,6153,4894,4632,3396,2409,9188,2168,10050,6718,4432,3426,5342,5582,4601,803,7400,2289,2815,2720,3434,4404,1781,2003,6082,5457
"2014","Poverty.Status.in.the.past.12.Months.by.Sex.by.Age...Income.in.the.past.12.months.at.or.above.poverty.level..Male..16.and.17.years.",13338,2605,7586,10976,20283,4105,3742,13191,10419,4511,7469,15575,5749,3763,11592,9694,8466,7146,4659,18957,4311,21108,11855,8230,6988,9971,12124,9641,1260,14022,4891,5790,5193,6344,9625,3028,4772,12773,9996
"2014","Poverty.Status.in.the.past.12.Months.by.Sex.by.Age...Income.in.the.past.12.months.at.or.above.poverty.level..Male..18.to.24.years.",38914,6163,25982,35593,62499,8824,17878,34963,26161,8993,18736,40162,14397,8526,31779,29488,23519,17077,11328,52404,12242,60100,32978,22730,16582,26340,27930,24179,7319,39419,10729,16704,12620,20512,29580,8997,11134,35334,37254
"2014","Poverty.Status.in.the.past.12.Months.by.Sex.by.Age...Income.in.the.past.12.months.at.or.above.poverty.level..Male..25.to.34.years.",59474,9942,48884,50026,131083,15038,57682,56154,34801,16494,36755,64902,25293,13403,49776,51874,30684,25489,16823,69812,15635,79670,48501,32120,26294,46406,49741,33985,28137,77964,20600,28721,19388,35127,48702,13459,17522,63178,60066
"2014","Poverty.Status.in.the.past.12.Months.by.Sex.by.Age...Income.in.the.past.12.months.at.or.above.poverty.level..Male..35.to.44.years.",66378,15012,51030,48665,133607,24476,39248,56998,42674,21866,37257,73436,25651,15231,58031,54289,36697,31427,21545,78011,16115,92954,57417,36099,30800,48882,64865,42581,17156,78268,29737,31535,23178,33745,44712,15740,19409,64550,54795
"2014","Poverty.Status.in.the.past.12.Months.by.Sex.by.Age...Income.in.the.past.12.months.at.or.above.poverty.level..Male..45.to.54.years.",73904,18191,51191,55779,126909,23873,31940,66780,51579,20857,37649,86423,30264,18739,66868,55407,50085,40061,26815,98407,20114,114748,66062,49552,37343,57129,60610,43150,13196,81032,26193,30438,31021,38696,51307,18692,23245,68966,56630
"2014","Poverty.Status.in.the.past.12.Months.by.Sex.by.Age...Income.in.the.past.12.months.at.or.above.poverty.level..Male..55.to.64.years.",60632,17417,42348,45598,90449,16125,25396,55795,39670,14544,30658,74672,22983,14675,54482,44276,40202,30592,19794,83345,16664,85813,53364,42055,30767,48147,38328,34222,10037,64488,14644,20080,27149,31178,46487,13782,17523,57065,43827
"2014","Poverty.Status.in.the.past.12.Months.by.Sex.by.Age...Income.in.the.past.12.months.at.or.above.poverty.level..Male..65.to.74.years.",35708,11851,24042,25938,50806,7839,15092,29110,20316,7573,16229,42325,11487,7789,31885,24385,22416,17450,10335,47184,10434,51645,31212,23738,17343,27900,20604,15469,5174,33745,6736,9693,14674,18571,26719,7397,9449,30906,23281
"2014","Poverty.Status.in.the.past.12.Months.by.Sex.by.Age...Income.in.the.past.12.months.at.or.above.poverty.level..Male..75.years.and.over.",23106,7671,17378,17501,36176,3636,9849,17657,12403,4180,10506,27340,7083,4484,24063,17038,14616,12085,6858,37643,7432,34754,24386,16482,11347,21398,9557,7037,2912,18017,3606,4045,10503,10470,20946,4240,4905,20882,12151
"2014","Poverty.Status.in.the.past.12.Months.by.Sex.by.Age...Income.in.the.past.12.months.at.or.above.poverty.level..Female..",486601,117668,342790,366578,808306,144162,254390,428538,312288,139076,262693,553227,187907,114662,430947,370257,292805,237084,157309,637328,136354,690792,435773,293956,231574,377581,389079,290496,98294,522269,162696,198601,184921,256150,377169,110815,143166,477335,401031
"2014","Poverty.Status.in.the.past.12.Months.by.Sex.by.Age...Income.in.the.past.12.months.at.or.above.poverty.level..Female..Under.5.years.",27095,5692,19934,21737,52524,9390,14217,23986,17810,9572,16823,27480,11605,6896,22061,21928,14038,12219,8274,32086,7816,35958,23496,14558,13095,20754,24998,18326,5697,33219,12706,14945,9008,15657,20869,6317,8102,28420,24040
"2014","Poverty.Status.in.the.past.12.Months.by.Sex.by.Age...Income.in.the.past.12.months.at.or.above.poverty.level..Female..5.years.",5929,1004,3998,5217,10822,2269,2290,5293,4450,2591,3181,5916,2296,1155,5300,4068,3679,2717,1714,7143,1768,7256,5037,3023,3077,4474,5783,4109,933,6581,2647,3206,2235,3710,4211,1329,1740,5070,4848
"2014","Poverty.Status.in.the.past.12.Months.by.Sex.by.Age...Income.in.the.past.12.months.at.or.above.poverty.level..Female..6.to.11.years.",37598,8164,24084,28535,62905,15508,11583,33264,26102,13565,22512,38580,15421,10185,30281,27052,21241,17756,12356,44762,11139,50528,32373,21432,18171,26487,36732,27422,4936,40334,16481,18023,14132,18807,24633,8858,11484,36344,26767
"2014","Poverty.Status.in.the.past.12.Months.by.Sex.by.Age...Income.in.the.past.12.months.at.or.above.poverty.level..Female..12.to.14.years.",19044,4040,11059,13697,29851,7099,5011,16973,14639,6773,10680,21557,7427,5033,16098,12749,11896,10143,6513,24314,5828,28144,16977,11006,9884,14880,18117,13659,1934,19502,8416,8381,7356,9175,12231,4713,6372,17657,14481
"2014","Poverty.Status.in.the.past.12.Months.by.Sex.by.Age...Income.in.the.past.12.months.at.or.above.poverty.level..Female..15.years.",6210,1311,3575,5852,10091,2205,1701,6026,4892,2266,3865,7465,2513,1805,5679,4520,3674,3300,2394,8503,2047,9514,5662,4195,3474,4856,6086,4365,567,7321,2564,2891,2358,3067,4723,1560,1905,5911,4907
"2014","Poverty.Status.in.the.past.12.Months.by.Sex.by.Age...Income.in.the.past.12.months.at.or.above.poverty.level..Female..16.and.17.years.",12782,2577,7914,9723,18970,4620,3639,12120,10022,4336,7065,14137,5553,3441,10971,9252,8774,6589,4244,17697,3997,19439,11789,7816,6104,9775,11036,9369,1340,12780,4443,5324,5622,6354,8349,3325,4670,12479,9529
"2014","Poverty.Status.in.the.past.12.Months.by.Sex.by.Age...Income.in.the.past.12.months.at.or.above.poverty.level..Female..18.to.24.years.",34463,5489,22725,31692,56815,8361,19278,31433,23848,7972,17285,37017,12868,7801,29500,26652,20491,15469,10003,47799,11087,54988,29695,20335,14367,23660,26512,22472,6607,35690,9337,16182,11703,18779,29094,7719,9506,32427,34045
"2014","Poverty.Status.in.the.past.12.Months.by.Sex.by.Age...Income.in.the.past.12.months.at.or.above.poverty.level..Female..25.to.34.years.",58774,9706,45892,44436,119119,16055,63351,53023,33150,18045,37031,64681,25052,13309,49087,51485,28960,24478,17203,66941,14120,74323,46453,30968,25653,45379,52312,36360,28180,74770,22446,29043,18819,34838,50950,13289,17898,62948,57726
"2014","Poverty.Status.in.the.past.12.Months.by.Sex.by.Age...Income.in.the.past.12.months.at.or.above.poverty.level..Female..35.to.44.years.",67643,16144,51207,48279,126374,25094,37046,57736,44025,23015,37171,75989,26039,16046,60400,53149,38522,32855,23255,82625,16530,93979,60245,37409,31765,50529,67802,46914,15825,79181,29997,31892,23377,35119,48754,15947,21216,69732,58099
"2014","Poverty.Status.in.the.past.12.Months.by.Sex.by.Age...Income.in.the.past.12.months.at.or.above.poverty.level..Female..45.to.54.years.",77666,19857,52971,56836,121669,23953,31242,71027,53359,21591,39452,91068,31717,19696,70844,57979,51705,41715,28349,104954,20754,116663,71297,50544,39045,60654,60545,45699,12231,84730,25939,30974,32198,41437,57262,19142,24816,76448,65113
"2014","Poverty.Status.in.the.past.12.Months.by.Sex.by.Age...Income.in.the.past.12.months.at.or.above.poverty.level..Female..55.to.64.years.",65926,19969,45896,47872,93966,16559,30145,58647,40648,15136,33882,81201,24261,15289,58380,46736,42147,31949,20657,88571,18409,90608,58816,42928,32080,51885,41787,35530,10282,68108,14842,20780,27486,33670,52790,14127,18326,63571,53997
"2014","Poverty.Status.in.the.past.12.Months.by.Sex.by.Age...Income.in.the.past.12.months.at.or.above.poverty.level..Female..65.to.74.years.",40907,13252,28438,28504,57732,8411,19042,32813,22000,8188,18257,47035,13205,8272,36711,28582,25062,19846,11921,54704,12363,60162,37326,26141,18770,32098,23693,16498,5617,35531,7595,10925,15910,20405,31894,8104,10475,35852,29398
